molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3932853,CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3960445,CNC(C)C(=O)Nc1cc(-c2cccc3nn(C)c(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,3.0
CHEMBL3932969,CNC(C)C(=O)Nc1cc(-c2cccc3c2c(C)nn3C)cc(NC(=O)c2ccc(Cl)cn2)n1,2.0
CHEMBL3946504,CNC(C)C(=O)Nc1cc(-c2ncnc3cccc(F)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3916269,CNC(C)C(=O)Nc1cc(-c2ncnc3oc(C)c(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3915777,CNC(C)C(=O)Nc1cc(-c2ncnc3nc(C)n(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3943738,CNC(C)C(=O)Nc1cc(-c2nn(C)c3ncnc(N)c23)cc(NC(=O)c2ccccn2)n1,95.0
CHEMBL3928237,CNC(C)C(=O)Nc1cc(-c2cnc3cccc(Cl)n23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3952463,CNC(C)C(=O)Nc1cc(-c2c(OC)ccc3ccccc23)cc(NC(=O)c2ccc(Cl)cn2)n1,225.0
CHEMBL3901338,CNC(C)C(=O)Nc1cc(-c2c(OC)ccc3nccnc23)cc(NC(=O)c2ccc(Cl)cn2)n1,50.0
CHEMBL3929287,CNC(C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3906797,CNC(C)C(=O)Nc1cc(-c2ncnc3cccc(Cl)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3938332,CNC(C)C(=O)Nc1cc(-c2ccnc3cc(F)cc(F)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,8.0
CHEMBL3923542,CNC(C)C(=O)Nc1cc(-c2c(OC)ccc3nccc(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3975877,CNC(C)C(=O)Nc1cc(-c2c(C)nc(C)c3c(=O)n(C)n(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3946563,CNC(C)C(=O)Nc1cc(-c2c(Cl)c(C)nc3cc(Cl)cc(Cl)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,18.0
CHEMBL3983891,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cc3c(cn2)COC3)n1,31.0
CHEMBL3958644,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc(C)cn2)n1,28.0
CHEMBL3959727,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc(C#N)cn2)n1,36.0
CHEMBL3932220,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ncc3ccccc3n2)n1,52.0
CHEMBL3978628,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc(F)cn2)n1,53.0
CHEMBL3937728,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc(OC)cn2)n1,59.0
CHEMBL3941154,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cnc(C)cn2)n1,104.0
CHEMBL3913142,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cc3ccccc3cn2)n1,132.0
CHEMBL3957993,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc3ccccc3n2)n1,170.0
CHEMBL3983236,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccncn2)n1,428.0
CHEMBL3945899,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cc3ccccc3o2)n1,514.0
CHEMBL3975253,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccccn2)n1,553.0
CHEMBL3986011,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cccc(C)n2)n1,598.0
CHEMBL3970113,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccn(C)n2)n1,703.0
CHEMBL3931529,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cc(Cl)ccn2)n1,1187.0
CHEMBL3959026,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cccnn2)n1,2603.0
CHEMBL3924954,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2ccc3cnccc3c2)n1,3189.0
CHEMBL3949256,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cn(C)cn2)n1,4939.0
CHEMBL3929533,CNC(C)C(=O)Nc1cc(-c2c(C)ccc3ncccc23)cc(NC(=O)c2cc(-c3ccccc3)on2)n1,6334.0
CHEMBL3959673,CNC(C)C(=O)Nc1cc(-c2ccncc2C)cc(NC(=O)c2ccc(Cl)cn2)n1,17.0
CHEMBL3923211,CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)c2cc3c(cn2)COC3)n1,1.0
CHEMBL3963989,CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)Cc2ccccc2)n1,5346.0
CHEMBL3889562,CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)c2cc3ccccc3[nH]2)n1,348.0
CHEMBL3946388,CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)c2ccc(OC)cn2)n1,1.0
CHEMBL3937672,CNC(C)C(=O)Nc1cc(-c2cncc3ccn(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3967322,CNC(C)C(=O)Nc1cc(-c2cccc3cncc(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3936420,CNC(C)C(=O)Nc1cc(-c2c(Cl)cnc3ccccc23)cc(NC(=O)c2ccc(Cl)cn2)n1,11.0
CHEMBL3969548,Cc1cccc2ccn(-c3cc(NC(=O)c4ccc(Cl)cn4)nc(NC(=O)C(C)N)c3)c12,45.0
CHEMBL3957995,CC(N)C(=O)Nc1cc(Cl)cc(NC(=O)c2ccccn2)n1,4597.0
CHEMBL3930490,Cc1ccc(C(=O)Nc2cccc(NC(=O)C(C)N)n2)nc1,421.0
CHEMBL3969043,CNC(C)C(=O)Nc1cc(-c2nccc3c(=O)n(C)n(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,3.0
CHEMBL3935909,CNC(C)C(=O)Nc1cc(-c2nc(C)nc3c(C)c(C)n(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3944851,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(NC(=O)c2ncc(Cl)cc2C)n1,1.0
CHEMBL3953439,CNC(C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(NC(=O)c2ncc(Cl)cc2F)n1,1.0
CHEMBL3929227,CNC(C)C(=O)Nc1cc(-c2nc(OC)nc3c(C)nn(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,55.0
CHEMBL4115565,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccc3c(cnn3C)c2)n1,1.0
CHEMBL4114897,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4115526,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2cc(C)nc3c(F)cccc23)n1,1.0
CHEMBL4115207,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccn3c(C)ncc3c2)n1,1.0
CHEMBL4109172,CN[C@H](C)C(=O)Nc1cc(-c2c(OC)ccc3nc(C)ccc23)cc(C#Cc2ccccc2)n1,59.0
CHEMBL4106485,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3cnn(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4107160,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3cnn(C)c23)cc(C#Cc2ccccc2)n1,2.0
CHEMBL4108098,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3cnn(C)c23)cc(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,1.0
CHEMBL4115656,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3cnn(C)c23)cc(C#Cc2ccc(-n3cnc(C)c3)cc2)n1,2.0
CHEMBL4112542,CN[C@H](C)C(=O)Nc1cc(-c2ncnc3oc(C)c(C)c23)cc(C#Cc2ccccc2)n1,2.0
CHEMBL4115218,CN[C@H](C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4114456,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)cc(C#Cc2ccc3c(c2)CC(=O)N3C)n1,11.0
CHEMBL4108099,CN[C@H](C)C(=O)Nc1cc(-c2cnc3cccc(C)n23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4110909,CN[C@H](C)C(=O)Nc1cc(-c2c(C)nc(C)c3c(=O)n(C)n(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4115053,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,1.0
CHEMBL4110049,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4108709,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(cnn3C)c2)n1,1.0
CHEMBL4113127,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL4107814,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,2.0
CHEMBL4107425,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(cnn3C)c2)n1,1.0
CHEMBL4110268,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2cnc(-n3cnc(C)c3)nc2)n1,1.0
CHEMBL4110057,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2cccs2)n1,1.0
CHEMBL4107271,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(Cl)c(C#Cc2ccc3c(C)nccc3c2)n1,12.0
CHEMBL4111060,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(Cl)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,10.0
CHEMBL4112689,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(OC)c(C#Cc2ccccc2)n1,12.0
CHEMBL4115311,CN[C@H](C)C(=O)Nc1cc(-c2cccc3ncccc23)c(OC)c(C#Cc2ccccc2)n1,136.0
CHEMBL4112194,CN[C@H](C)C(=O)Nc1cc(-c2ccncc2)cc(C#Cc2ccccc2)n1,282.0
CHEMBL4109659,CN[C@H](C)C(=O)Nc1cc(-c2cncc(F)c2)cc(C#Cc2ccccc2)n1,127.0
CHEMBL4106789,CN[C@H](C)C(=O)Nc1cc(-c2ccc(C(F)(F)F)nc2)cc(C#Cc2ccccc2)n1,352.0
CHEMBL4113639,CN[C@H](C)C(=O)Nc1cc(-c2ccc(OC)nc2)cc(C#Cc2ccccc2)n1,325.0
CHEMBL4106575,CN[C@H](C)C(=O)Nc1cc(-c2ccccc2F)cc(C#Cc2ccccc2)n1,4010.0
CHEMBL4111793,CN[C@H](C)C(=O)Nc1cc(-c2ccccc2)cc(C#Cc2ccccc2)n1,2642.0
CHEMBL4112887,CN[C@H](C)C(=O)Nc1cc(-c2cccnc2)cc(C#Cc2ccccc2)n1,250.0
CHEMBL3931465,CNC(C)C(=O)Nc1cc(-c2ccncc2)c(-c2cncnc2)c(C#Cc2ccccc2)n1,250.0
CHEMBL3903484,CNC(C)C(=O)Nc1cc(-c2cccnc2)c(-c2cncnc2)c(C#Cc2ccccc2)n1,172.0
CHEMBL3940501,CCNC(CC)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,6.0
CHEMBL3909016,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccc3nc(C)ccc3c2)n1,1.0
CHEMBL3935487,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2cc(C)nc(C)c2)n1,1.0
CHEMBL3917949,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2cc(F)cc(F)c2)n1,1.0
CHEMBL3926762,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2ccc(-n3cnc(C)c3)cc2)n1,1.0
CHEMBL3963948,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2cc(F)c3ncccc3c2)n1,1.0
CHEMBL3898413,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(C#Cc2cnc3c(cnn3C)c2)n1,1.0
CHEMBL3895473,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cccnc3OC)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3911035,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccnc(C)c3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3981054,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cnn(C)c3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3905467,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cncn3C)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3973040,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cccnc3C)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,2.0
CHEMBL3896543,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccc(C)nc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3967713,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cnc(C)nc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3928571,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccnc(OC)c3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3964219,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccc(OC)nc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,1.0
CHEMBL3930510,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cccnc3OC)nc3cc(C)ccn23)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,1.0
CHEMBL3958007,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccnc(C)c3)nc3cc(C)ccn23)c(C#Cc2ccccc2)n1,1.0
CHEMBL3935923,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cnc(C)nc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,2.0
CHEMBL3969059,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccnc(OC)c3)nc3cc(C)ccn23)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,1.0
CHEMBL3929505,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3ccc(OC)nc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,1.0
CHEMBL3974300,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cccnc3OC)nc3cc(Cl)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,2.0
CHEMBL3956933,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cccnc3OC)nc3ccccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,2.0
CHEMBL234346,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)O,0.32
CHEMBL4098982,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)c1ccccc1)CC[C@H]2C(=O)N[C@H](C(=O)NCCN(Cc1ccccn1)Cc1ccccn1)c1ccccc1,1.09
CHEMBL4084120,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)c1ccccc1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,1.42
CHEMBL4091245,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)CN(Cc1ccccn1)Cc1ccccn1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,1.52
CHEMBL4070316,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)CCNC(=O)CN(Cc1ccccn1)Cc1ccccn1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,1.35
CHEMBL4079500,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)CCCCCCCCCCNC(=O)CN(Cc1ccccn1)Cc1ccccn1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,6.08
CHEMBL4097534,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CNC(=O)COCCOCCNC(=O)CN(Cc1ccccn1)Cc1ccccn1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,1.66
CHEMBL4164385,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OC)c2)cs1)C1CCCCC1,4.8
CHEMBL4172268,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCCOCCNC(=O)c3cccc(-c4cc(Nc5ccc(OC(F)(F)F)cc5)ncn4)c3)c2)cs1)C1CCCCC1,220.0
CHEMBL4160980,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCCOCCNC(=O)C3CCN(c4ncc(C(=O)Nc5ccc(OC(F)(F)Cl)cc5)cc4-c4ccn[nH]4)C3)c2)cs1)C1CCCCC1,86.0
CHEMBL4168907,CN[C@@H](C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCCOCCNC(=O)C3CCN(c4ncc(C(=O)Nc5ccc(OC(F)(F)Cl)cc5)cc4-c4ccn[nH]4)C3)c2)cs1)C1CCCCC1,1000.0
CHEMBL4064619,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,0.32
CHEMBL4169478,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3c2cc(Cc2ccc(F)cc2)c(=O)n3C)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.18
CHEMBL4177336,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(=O)n(Cc4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.7
CHEMBL4166057,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nc(CO)c(Cc4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.1
CHEMBL4173974,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nc(CO)c(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,0.22
CHEMBL4167141,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3[nH]c(=O)c(Cc4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.13
CHEMBL4159232,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4O)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.59
CHEMBL4170539,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc([C@@H](O)c4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,3.5
CHEMBL4162607,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc([C@H](O)c4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,2.3
CHEMBL4159806,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccc(C#N)cc3C2=O)CN1,1.6
CHEMBL4167717,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3cc(C#N)ccc3C2=O)CN1,1.0
CHEMBL4174922,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccc(F)cc3C2=O)CN1,0.74
CHEMBL4164271,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3cc(F)ccc3C2=O)CN1,0.2
CHEMBL4171490,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3c(F)cccc3C2=O)CN1,0.17
CHEMBL4160872,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccccc3C2=O)CN1,0.34
CHEMBL4168144,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4)cc32)[C@@H](CN2Cc3ccccc3C2=O)CN1,2.5
CHEMBL4175992,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2Cc3ccccc3C2=O)CN1,1.3
CHEMBL4173890,CC1=C(C)C(=O)N(C[C@H]2CN[C@H](C)CN2CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)C1,3.8
CHEMBL4172596,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2C[C@@H](C)OCC2=O)CN1,6.5
CHEMBL4168197,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@@H]2C)CN1,0.62
CHEMBL4166607,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,0.19
CHEMBL4159855,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2C[C@@H](C)OC[C@H]2C)CN1,4.2
CHEMBL4291176,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,197.6
CHEMBL4283320,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(S(=O)(=O)O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,143.5
CHEMBL4291444,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(S(=O)(=O)O)cc1)C(=O)N1CCC[C@H]1C(=O)NC1Cc2ccccc2C1,1000.0
CHEMBL4283597,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(S(=O)(=O)O)cc1)C(=O)N1CCC[C@@H]1c1cncc(Cc2ccccc2)n1,1000.0
CHEMBL4288043,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(C(F)(F)F)c(Cl)c1)C(=O)N1CCC[C@@H]1c1cncc(Cc2ccccc2)n1,352.6
CHEMBL4280144,CN[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N1CCCC1c1nc2ccccc2[nH]1,16000.0
CHEMBL4284657,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(N=C(N)N)cc1)C(=O)N1CCCC1c1nc2ccccc2[nH]1,5000.0
CHEMBL4276715,CN[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H]1CCc2c(F)cccc21,17.2
CHEMBL4281250,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N1CCC[C@@H]1C(=O)NC1Cc2ccccc2C1,1203.0
CHEMBL4291873,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N1CCC[C@@H]1c1cncc(Cc2ccccc2)n1,2000.0
CHEMBL4277802,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCc2c(F)cccc21,23.9
CHEMBL4288451,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(S(=O)(=O)O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCc2c(F)cccc21,21.7
CHEMBL4288478,CN[C@@H](C)C(=O)N[C@@H](Cc1cc(C)c(C(F)(F)F)cc1F)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCc2c(F)cccc21,4.5
CHEMBL4277819,CN[C@@H](C)C(=O)N[C@@H](CNC(=O)c1ccc(S(=O)(=O)F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,181.0
CHEMBL4291896,CN[C@@H](C)C(=O)N[C@@H](CNC(=O)c1cccc(S(=O)(=O)F)c1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,264.1
CHEMBL4281278,CN[C@@H](C)C(=O)N[C@@H](CNC(=O)c1ccc(S(=O)(=O)F)cc1)C(=O)N1CCC[C@@H]1c1cncc(Cc2cccc(F)c2)n1,200.0
CHEMBL4276740,CN[C@@H](C)C(=O)N[C@@H](CNC(=O)c1ccc(S(=O)(=O)F)cc1)C(=O)N1CCC[C@H]1c1cncc(Cc2cccc(F)c2)n1,1000.0
CHEMBL2063869,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,10.4
CHEMBL4280168,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(C)C,48.2
